use_no, field_name, old_value, new_value, error_id
2699704, AMT_PRD_USED, 1.93, .4216, 207051
191826, LBS_PRD_USED, .0068, .0068, 10731
191826, AMT_PRD_USED, 4, .0972, 10731
4333470, UNIT_TREATED, P, ?, 298637
4333471, UNIT_TREATED, P, ?, 298638
263827, ACRE_TREATED, .02, 1.48, 12344
263903, ACRE_TREATED, .01, 1.48, 12353
263906, ACRE_TREATED, .02, 1.48, 12355
263911, LBS_PRD_USED, .0053, .0053, 12357
263911, AMT_PRD_USED, 18, .0712, 12357
263914, LBS_PRD_USED, .0281, .0281, 12359
263914, AMT_PRD_USED, 48, .3737, 12359
2171426, LBS_PRD_USED, 2.537, 2.537, 169351
2171426, AMT_PRD_USED, 122.5, 48.8091, 169351
4327316, LBS_PRD_USED, .0387, .0387, 298156
4327316, AMT_PRD_USED, 15, .6186, 298156
1085643, ACRE_PLANTED, 460, 335.89, 65101
1085644, ACRE_PLANTED, 460, 335.89, 65102
1345579, LBS_PRD_USED, 12.7135, 12.7135, 102011
1345579, AMT_PRD_USED, 2.88, 1.2578, 102011
1345700, LBS_PRD_USED, 2.7638, 2.7638, 102012
1345700, AMT_PRD_USED, .5, .2734, 102012
1345704, LBS_PRD_USED, 16.5828, 16.5828, 102013
1345704, AMT_PRD_USED, 3, 1.6406, 102013
1345993, LBS_PRD_USED, 2.5565, 2.5565, 102015
1345993, AMT_PRD_USED, .93, .2529, 102015
1346703, ACRE_PLANTED, 111, 124, 102016
839087, LBS_PRD_USED, 6695.8804, 6695.8804, 51492
839087, AMT_PRD_USED, 738375, 658.8747, 51492
839516, ACRE_PLANTED, 156.68, 156.7, 51505
839517, ACRE_PLANTED, 156.68, 156.7, 51506
1346704, ACRE_PLANTED, 16, 18, 102017
1346714, ACRE_PLANTED, 111, 124, 102018
1346715, ACRE_PLANTED, 16, 18, 102019
2835633, UNIT_TREATED, C, A, 213430
2835634, UNIT_TREATED, C, A, 213431
2835635, UNIT_TREATED, C, A, 213432
2835636, UNIT_TREATED, C, A, 213433
2835764, LBS_PRD_USED, .3562, .3562, 213434
2835764, AMT_PRD_USED, 50, .0389, 213434
2835765, LBS_PRD_USED, .3562, .3562, 213436
2835765, AMT_PRD_USED, 100, .0389, 213436
2835766, LBS_PRD_USED, .3562, .3562, 213438
2835766, AMT_PRD_USED, 100, .0389, 213438
2835768, LBS_PRD_USED, .481, .481, 213441
2835768, AMT_PRD_USED, 100, .0525, 213441
2769993, LBS_PRD_USED, .283, .283, 212424
2769993, AMT_PRD_USED, 2.33, .283, 212424
191913, LBS_PRD_USED, 4.469, 4.469, 10736
191913, AMT_PRD_USED, 240, 64, 10736
192056, LBS_PRD_USED, .0034, .0034, 10740
192056, AMT_PRD_USED, 3, .0486, 10740
192060, LBS_PRD_USED, .0068, .0068, 10741
192060, AMT_PRD_USED, 5, .0972, 10741
1939227, LBS_PRD_USED, 37.8, 37.8, 151066
1939227, AMT_PRD_USED, 432, 37.8, 151066
1939230, LBS_PRD_USED, 37.8, 37.8, 151067
1939230, AMT_PRD_USED, 312, 37.8, 151067
1939855, LBS_PRD_USED, 21, 21, 151071
1939855, AMT_PRD_USED, 254, 21, 151071
1939859, LBS_PRD_USED, 42, 42, 151072
1939859, AMT_PRD_USED, 508, 42, 151072
1939862, LBS_PRD_USED, 136.5, 136.5, 151073
1939862, AMT_PRD_USED, 1651, 136.5, 151073
1939865, LBS_PRD_USED, 84, 84, 151074
1939865, AMT_PRD_USED, 1016, 84, 151074
1939869, LBS_PRD_USED, 84, 84, 151075
1939869, AMT_PRD_USED, 1016, 84, 151075
1939873, LBS_PRD_USED, 52.5, 52.5, 151076
1939873, AMT_PRD_USED, 635, 52.5, 151076
1949351, LBS_PRD_USED, 1.7164, 1.7164, 153206
1949351, AMT_PRD_USED, 140, 25.1134, 153206
1949357, LBS_PRD_USED, 1.7164, 1.7164, 153207
1949357, AMT_PRD_USED, 140, 25.1134, 153207
487041, UNIT_TREATED, P, ?, 37619
487042, UNIT_TREATED, P, ?, 37620
487043, UNIT_TREATED, P, ?, 37621
487044, UNIT_TREATED, P, ?, 37622
487045, UNIT_TREATED, P, ?, 37623
487046, UNIT_TREATED, P, ?, 37624
487047, UNIT_TREATED, P, ?, 37625
487048, UNIT_TREATED, P, ?, 37626
487049, UNIT_TREATED, P, ?, 37627
487050, UNIT_TREATED, P, ?, 37628
487051, UNIT_TREATED, P, ?, 37629
487052, UNIT_TREATED, P, ?, 37630
487053, UNIT_TREATED, P, ?, 37631
487054, UNIT_TREATED, P, ?, 37632
487055, UNIT_TREATED, P, ?, 37633
487138, UNIT_TREATED, P, ?, 37636
487141, UNIT_TREATED, P, ?, 37637
487149, UNIT_TREATED, P, ?, 37638
487155, UNIT_TREATED, P, ?, 37639
487156, UNIT_TREATED, P, ?, 37640
487157, UNIT_TREATED, P, ?, 37641
487165, UNIT_TREATED, P, ?, 37644
487166, UNIT_TREATED, P, ?, 37645
487177, UNIT_TREATED, P, ?, 37647
487178, UNIT_TREATED, P, ?, 37648
487179, UNIT_TREATED, P, ?, 37649
487184, UNIT_TREATED, P, ?, 37650
487185, UNIT_TREATED, P, ?, 37651
487194, UNIT_TREATED, P, ?, 37653
487195, UNIT_TREATED, P, ?, 37654
487196, UNIT_TREATED, P, ?, 37655
487204, UNIT_TREATED, P, ?, 37657
487205, UNIT_TREATED, P, ?, 37658
487206, UNIT_TREATED, P, ?, 37659
487215, UNIT_TREATED, P, ?, 37661
487216, UNIT_TREATED, P, ?, 37662
487222, UNIT_TREATED, P, ?, 37663
487230, UNIT_TREATED, P, ?, 37665
487231, UNIT_TREATED, P, ?, 37666
487232, UNIT_TREATED, P, ?, 37667
2835769, LBS_PRD_USED, .2368, .2368, 213443
2835769, AMT_PRD_USED, 150, .0295, 213443
2835770, LBS_PRD_USED, .481, .481, 213445
2835770, AMT_PRD_USED, 200, .0525, 213445
2835771, LBS_PRD_USED, .481, .481, 213447
2835771, AMT_PRD_USED, 200, .0525, 213447
2835772, LBS_PRD_USED, .481, .481, 213449
2835772, AMT_PRD_USED, 250, .0525, 213449
3894201, LBS_PRD_USED, .4288, .4288, 254296
3894201, AMT_PRD_USED, 23838.75, 176.6363, 254296
3894274, ACRE_TREATED, .17, 8.63, 254298
2761472, LBS_PRD_USED, .0707, .0707, 212389
2761472, AMT_PRD_USED, .58, .0707, 212389
2761478, LBS_PRD_USED, .0707, .0707, 212390
2761478, AMT_PRD_USED, .58, .0707, 212390
2761975, LBS_PRD_USED, .2358, .2358, 212391
2761975, AMT_PRD_USED, 1.94, .2358, 212391
2761992, LBS_PRD_USED, .1887, .1887, 212392
2761992, AMT_PRD_USED, 1.55, .1887, 212392
2762703, SITE_CODE, 099999, -1, 212397
2762706, SITE_CODE, 099999, -1, 212398
2762707, SITE_CODE, 099999, -1, 212399
2762708, SITE_CODE, 099999, -1, 212400
2763590, LBS_PRD_USED, .1415, .1415, 212403
2763590, AMT_PRD_USED, 1.16, .1415, 212403
2764091, LBS_PRD_USED, .9433, .9433, 212405
2764091, AMT_PRD_USED, 7.75, .9433, 212405
2764531, LBS_PRD_USED, .2311, .2311, 212408
2764531, AMT_PRD_USED, 1.9, .2311, 212408
193251, LBS_PRD_USED, .0058, .0058, 10789
193251, AMT_PRD_USED, 8, .0772, 10789
193273, LBS_PRD_USED, .0068, .0068, 10790
193273, AMT_PRD_USED, 6, .0972, 10790
194077, LBS_PRD_USED, .0034, .0034, 10821
194077, AMT_PRD_USED, 3, .0486, 10821
487233, UNIT_TREATED, P, ?, 37668
487234, UNIT_TREATED, P, ?, 37669
487524, UNIT_TREATED, P, ?, 37715
487525, UNIT_TREATED, P, ?, 37716
487526, UNIT_TREATED, P, ?, 37717
487527, UNIT_TREATED, P, ?, 37718
487528, UNIT_TREATED, P, ?, 37719
487529, UNIT_TREATED, P, ?, 37720
487530, UNIT_TREATED, P, ?, 37721
487531, UNIT_TREATED, P, ?, 37722
487532, UNIT_TREATED, P, ?, 37723
487533, UNIT_TREATED, P, ?, 37724
487534, UNIT_TREATED, P, ?, 37725
487535, UNIT_TREATED, P, ?, 37726
487536, UNIT_TREATED, P, ?, 37727
487537, UNIT_TREATED, P, ?, 37728
487538, UNIT_TREATED, P, ?, 37729
487539, UNIT_TREATED, P, ?, 37730
487388, UNIT_TREATED, P, ?, 37687
487394, UNIT_TREATED, P, ?, 37688
487395, UNIT_TREATED, P, ?, 37689
487396, UNIT_TREATED, P, ?, 37690
487397, UNIT_TREATED, P, ?, 37691
487407, UNIT_TREATED, P, ?, 37692
487410, UNIT_TREATED, P, ?, 37693
487420, UNIT_TREATED, P, ?, 37694
487423, UNIT_TREATED, P, ?, 37695
487445, UNIT_TREATED, P, ?, 37697
487446, UNIT_TREATED, P, ?, 37698
487447, UNIT_TREATED, P, ?, 37699
487448, UNIT_TREATED, P, ?, 37700
487453, UNIT_TREATED, P, ?, 37702
487461, UNIT_TREATED, P, ?, 37704
487469, UNIT_TREATED, P, ?, 37706
487478, UNIT_TREATED, P, ?, 37709
487484, UNIT_TREATED, P, ?, 37710
487500, UNIT_TREATED, P, ?, 37711
487504, UNIT_TREATED, P, ?, 37712
487511, UNIT_TREATED, P, ?, 37713
487518, UNIT_TREATED, P, ?, 37714
487540, UNIT_TREATED, P, ?, 37731
487541, UNIT_TREATED, P, ?, 37732
487542, UNIT_TREATED, P, ?, 37733
487543, UNIT_TREATED, P, ?, 37734
487544, UNIT_TREATED, P, ?, 37735
487545, UNIT_TREATED, P, ?, 37736
487546, UNIT_TREATED, P, ?, 37737
487547, UNIT_TREATED, P, ?, 37738
487548, UNIT_TREATED, P, ?, 37739
487549, UNIT_TREATED, P, ?, 37740
487550, UNIT_TREATED, P, ?, 37741
487551, UNIT_TREATED, P, ?, 37742
487552, UNIT_TREATED, P, ?, 37743
487553, UNIT_TREATED, P, ?, 37744
487554, UNIT_TREATED, P, ?, 37745
487555, UNIT_TREATED, P, ?, 37746
487556, UNIT_TREATED, P, ?, 37747
487557, UNIT_TREATED, P, ?, 37748
2966332, LBS_PRD_USED, 5.5276, 5.5276, 216043
2966332, AMT_PRD_USED, 6, 2.1875, 216043
2966337, LBS_PRD_USED, 5.5276, 5.5276, 216044
2966337, AMT_PRD_USED, 6, 2.1875, 216044
2966342, LBS_PRD_USED, 5.5276, 5.5276, 216045
2966342, AMT_PRD_USED, 6, 2.1875, 216045
2966351, LBS_PRD_USED, 14.6481, 14.6481, 216046
2966351, AMT_PRD_USED, 6.36, 5.7969, 216046
2966521, LBS_PRD_USED, 14.6481, 14.6481, 216047
2966521, AMT_PRD_USED, 7.95, 5.7969, 216047
2966837, LBS_PRD_USED, 1.5, 1.5, 216049
2966837, AMT_PRD_USED, 3, 1.5, 216049
3009701, ACRE_TREATED, .01, 2.79, 221047
3010024, LBS_PRD_USED, .4844, .4844, 221049
3010024, AMT_PRD_USED, 40, 7.75, 221049
2767668, LBS_PRD_USED, .4717, .4717, 212421
2767668, AMT_PRD_USED, 3.88, .4717, 212421
2768330, LBS_PRD_USED, .2122, .2122, 212422
2768330, AMT_PRD_USED, 1.74, .2122, 212422
2768922, LBS_PRD_USED, .0707, .0707, 212423
2768922, AMT_PRD_USED, .58, .0707, 212423
2770062, LBS_PRD_USED, .0707, .0707, 212425
2770062, AMT_PRD_USED, .58, .0707, 212425
2770140, LBS_PRD_USED, .1415, .1415, 212426
2770140, AMT_PRD_USED, 1.16, .1415, 212426
194331, LBS_PRD_USED, .0034, .0034, 10832
194331, AMT_PRD_USED, 4, .0486, 10832
4075080, LBS_PRD_USED, 4.8631, 4.8631, 263773
4075080, AMT_PRD_USED, 75.3, 4.8631, 263773
1352297, GROWER_ID, 00000000000, ?, 102075
18334, LBS_PRD_USED, .0136, .0136, 1723
18334, AMT_PRD_USED, 2, .0015, 1723
18335, LBS_PRD_USED, .0013, .0013, 1724
18335, AMT_PRD_USED, 1, .0006, 1724
18336, LBS_PRD_USED, .0387, .0387, 1725
18336, AMT_PRD_USED, 10, .0042, 1725
18337, LBS_PRD_USED, .0061, .0061, 1726
18337, AMT_PRD_USED, 7.2, .0061, 1726
18338, LBS_PRD_USED, .022, .022, 1727
18338, AMT_PRD_USED, 5, .0026, 1727
1256496, SITE_CODE, 077005, -1, 74132
1256497, SITE_CODE, 077005, -1, 74133
1731510, LBS_PRD_USED, 1, 1, 140361
1731510, AMT_PRD_USED, 100.5, 1, 140361
1731558, LBS_PRD_USED, 23.5937, 23.5937, 140362
1731558, AMT_PRD_USED, 79.5, 2.4629, 140362
903198, ACRE_TREATED, 1.25, .25, 56113
903198, ACRE_PLANTED, 2.5, .25, 56114
903199, ACRE_TREATED, 1.25, .25, 56115
903199, ACRE_PLANTED, 2.5, .25, 56116
1731563, LBS_PRD_USED, 32.0519, 32.0519, 140363
1731563, AMT_PRD_USED, 108, 3.3459, 140363
911070, LBS_PRD_USED, .1286, .1286, 56372
911070, AMT_PRD_USED, 12, 2.0569, 56372
911793, LBS_PRD_USED, .0324, .0324, 56407
911793, AMT_PRD_USED, 8, .4627, 56407
698954, LBS_PRD_USED, 12.5615, 12.5615, 47859
698954, AMT_PRD_USED, 3.41, 1.2428, 47859
699035, LBS_PRD_USED, 3.9495, 3.9495, 47861
699035, AMT_PRD_USED, .54, .3907, 47861
699186, ACRE_PLANTED, 15, 30, 47862
699187, ACRE_PLANTED, 15, 30, 47863
699188, ACRE_PLANTED, 15, 30, 47864
699444, ACRE_PLANTED, 18, 18.95, 47867
699445, ACRE_PLANTED, 18, 18.95, 47868
699576, ACRE_PLANTED, 9, 18, 47869
699577, ACRE_PLANTED, 9, 18, 47870
713770, ACRE_PLANTED, 32, 35, 48015
713771, ACRE_PLANTED, 32, 35, 48016
713772, ACRE_PLANTED, 32, 35, 48017
725049, LBS_PRD_USED, .0485, .0485, 48151
725049, AMT_PRD_USED, 24, .6942, 48151
725085, LBS_PRD_USED, .0916, .0916, 48152
725085, AMT_PRD_USED, 34, 1.3113, 48152
734933, ACRE_TREATED, .05, .5, 48234
735004, LBS_PRD_USED, .0176, .0176, 48236
735004, AMT_PRD_USED, 3, .2499, 48236
1344669, LBS_PRD_USED, .0277, .0277, 101990
1344669, AMT_PRD_USED, 14, .3967, 101990
1344684, LBS_PRD_USED, .0108, .0108, 101991
1344684, AMT_PRD_USED, 8, .1543, 101991
1344686, LBS_PRD_USED, .0381, .0381, 101992
1344686, AMT_PRD_USED, 18, .5455, 101992
1344690, LBS_PRD_USED, .0658, .0658, 101993
1344690, AMT_PRD_USED, 8, .9422, 101993
894308, ACRE_PLANTED, 20.17, 20.2, 55913
894309, ACRE_PLANTED, 20.17, 20.2, 55914
894310, ACRE_PLANTED, 20.17, 20.2, 55915
894311, ACRE_PLANTED, 20.17, 20.2, 55916
911364, LBS_PRD_USED, .032, .032, 56382
911364, AMT_PRD_USED, 32, .5124, 56382
911531, LBS_PRD_USED, .0073, .0073, 56387
911531, AMT_PRD_USED, 4, .1166, 56387
911535, LBS_PRD_USED, .0073, .0073, 56388
911535, AMT_PRD_USED, 4, .1166, 56388
911622, LBS_PRD_USED, .04, .04, 56396
911622, AMT_PRD_USED, 40, .6405, 56396
911627, LBS_PRD_USED, .016, .016, 56397
911627, AMT_PRD_USED, 16, .2562, 56397
912042, LBS_PRD_USED, .0334, .0334, 56427
912042, AMT_PRD_USED, 15, .4448, 56427
161916, SITE_CODE, 077005, -1, 8807
734916, LBS_PRD_USED, .1336, .1336, 48228
734916, AMT_PRD_USED, 107.5, 1.7794, 48228
140770, ACRE_PLANTED, 33.17, 40, 8497
140773, ACRE_PLANTED, 33.17, 48, 8498
140774, ACRE_PLANTED, 33.17, 50, 8499
140775, ACRE_PLANTED, 33.17, 48, 8500
140780, ACRE_PLANTED, 33.17, 39, 8501
454444, ACRE_PLANTED, 6.22, 7.69, 37215
454445, ACRE_PLANTED, 6.22, 7.69, 37216
454446, ACRE_PLANTED, 6.22, 7.69, 37217
454447, ACRE_PLANTED, 6.22, 7.69, 37218
454448, ACRE_PLANTED, 6.22, 7.69, 37219
454449, ACRE_PLANTED, 6.22, 7.69, 37220
4334342, LBS_PRD_USED, 7.3133, 7.3133, 298777
4334342, AMT_PRD_USED, 105, .939, 298777
1355331, LBS_PRD_USED, 2.7638, 2.7638, 102139
1355331, AMT_PRD_USED, 1, .2734, 102139
4334535, LBS_PRD_USED, .8738, .8738, 298795
4334535, AMT_PRD_USED, 10, .0988, 298795
242626, LBS_PRD_USED, .0146, .0146, 12037
242626, AMT_PRD_USED, 165, .0146, 12037
242627, LBS_PRD_USED, .0283, .0283, 12038
242627, AMT_PRD_USED, 79824, 12.8495, 12038
1235502, LBS_PRD_USED, .0365, .0365, 73787
1235502, AMT_PRD_USED, 16, .015, 73787
1234838, LBS_PRD_USED, 13.3359, 13.3359, 73754
1234838, AMT_PRD_USED, 264, 8.21, 73754
1235514, ACRE_TREATED, .01, 13.35, 73788
1235536, LBS_PRD_USED, 3.3932, 3.3932, 73789
1235536, AMT_PRD_USED, 60, .4357, 73789
1235907, SITE_CODE, 013001, -1, 73790
1235908, SITE_CODE, 013001, -1, 73791
1236211, ACRE_TREATED, .45, 17.81, 73800
311702, ACRE_PLANTED, 14.5, 48, 22891
311703, ACRE_PLANTED, 14.5, 48, 22892
311704, ACRE_PLANTED, 14.5, 48, 22893
311705, ACRE_PLANTED, 14.5, 48, 22894
311815, ACRE_PLANTED, 19, 20, 22895
312207, ACRE_PLANTED, 64, 65, 22897
312208, ACRE_PLANTED, 64, 65, 22898
312209, ACRE_PLANTED, 64, 65, 22899
312210, ACRE_PLANTED, 64, 65, 22900
312211, ACRE_PLANTED, 64, 65, 22901
312212, ACRE_PLANTED, 64, 65, 22902
312213, ACRE_PLANTED, 64, 65, 22903
312214, ACRE_PLANTED, 64, 65, 22904
930322, LBS_PRD_USED, .0277, .0277, 57007
930322, AMT_PRD_USED, 14, .3967, 57007
930497, LBS_PRD_USED, .0139, .0139, 57011
930497, AMT_PRD_USED, 8, .1984, 57011
930535, LBS_PRD_USED, .175, .175, 57013
930535, AMT_PRD_USED, 336, 79.3737, 57013
2551791, ACRE_TREATED, .25, 1.27, 192426
2551988, LBS_PRD_USED, .0731, .0731, 192428
2551988, AMT_PRD_USED, 40, .0091, 192428
2552319, ACRE_TREATED, .1, .76, 192453
2551994, LBS_PRD_USED, .0731, .0731, 192439
2551994, AMT_PRD_USED, 30, .0091, 192439
2552067, ACRE_TREATED, .2, 19.67, 192443
2552100, LBS_PRD_USED, 29.2532, 29.2532, 192445
2552100, AMT_PRD_USED, 205, 3.7559, 192445
152796, ACRE_PLANTED, 806, 650.65, 8670
152797, ACRE_PLANTED, 806, 650.65, 8671
152798, ACRE_PLANTED, 806, 650.65, 8672
2551424, ACRE_TREATED, .01, 12.82, 192417
2551425, ACRE_TREATED, .01, 14, 192418
2551426, ACRE_TREATED, .01, 1.59, 192419
2551590, LBS_PRD_USED, .2517, .2517, 192421
2551590, AMT_PRD_USED, 30, .0258, 192421
2551671, ACRE_TREATED, .01, 27.72, 192422
2551686, ACRE_TREATED, .01, 53.27, 192423
2551690, ACRE_TREATED, .01, 27.72, 192424
239262, LBS_PRD_USED, 21.834, 21.834, 11866
239262, AMT_PRD_USED, 7.9, 2.1602, 11866
239268, LBS_PRD_USED, 1.3543, 1.3543, 11867
239268, AMT_PRD_USED, .49, .134, 11867
239274, LBS_PRD_USED, 8.706, 8.706, 11868
239274, AMT_PRD_USED, 3.15, .8613, 11868
239280, LBS_PRD_USED, 16.03, 16.03, 11869
239280, AMT_PRD_USED, 5.8, 1.5859, 11869
161382, ACRE_TREATED, .01, 305.37, 8782
240770, ACRE_PLANTED, 24, 33, 11916
186144, ACRE_PLANTED, 38, 69, 10627
186145, ACRE_PLANTED, 38, 69, 10628
186146, ACRE_PLANTED, 38, 69, 10630
186147, ACRE_PLANTED, 38, 69, 10631
186148, ACRE_PLANTED, 38, 65, 10632
186149, ACRE_PLANTED, 38, 65, 10633
186150, ACRE_PLANTED, 38, 65, 10635
186151, ACRE_PLANTED, 38, 65, 10636
186152, ACRE_PLANTED, 38, 54, 10637
186153, ACRE_PLANTED, 38, 54, 10638
186154, ACRE_PLANTED, 38, 54, 10639
186155, ACRE_PLANTED, 38, 54, 10640
186156, ACRE_PLANTED, 38, 51, 10641
186157, ACRE_PLANTED, 38, 51, 10642
186158, ACRE_PLANTED, 38, 51, 10643
186159, ACRE_PLANTED, 38, 51, 10644
237486, ACRE_PLANTED, 2, 7.5, 11494
237487, ACRE_PLANTED, 2, 7.5, 11495
239286, LBS_PRD_USED, 21.4195, 21.4195, 11870
239286, AMT_PRD_USED, 7.75, 2.1191, 11870
239292, LBS_PRD_USED, 19.623, 19.623, 11871
239292, AMT_PRD_USED, 7.1, 1.9414, 11871
239378, LBS_PRD_USED, 25.5652, 25.5652, 11872
239378, AMT_PRD_USED, 9.25, 2.5293, 11872
239384, LBS_PRD_USED, 25.5652, 25.5652, 11873
239384, AMT_PRD_USED, 9.25, 2.5293, 11873
239390, LBS_PRD_USED, 25.5652, 25.5652, 11874
239390, AMT_PRD_USED, 9.25, 2.5293, 11874
239396, LBS_PRD_USED, 26.8089, 26.8089, 11875
239396, AMT_PRD_USED, 9.7, 2.6523, 11875
239402, LBS_PRD_USED, 1.7965, 1.7965, 11876
239402, AMT_PRD_USED, .65, .1777, 11876
239408, LBS_PRD_USED, 26.9471, 26.9471, 11877
239408, AMT_PRD_USED, 9.75, 2.666, 11877
239414, LBS_PRD_USED, 26.9471, 26.9471, 11878
239414, AMT_PRD_USED, 9.75, 2.666, 11878
455188, ACRE_PLANTED, 20, 150, 37243
455189, ACRE_PLANTED, 20, 150, 37244
455190, ACRE_PLANTED, 20, 150, 37245
455191, ACRE_PLANTED, 20, 150, 37246
455192, ACRE_PLANTED, 20, 142, 37247
455193, ACRE_PLANTED, 20, 142, 37248
455194, ACRE_PLANTED, 20, 142, 37249
455195, ACRE_PLANTED, 20, 142, 37250
455196, ACRE_PLANTED, 20, 142, 37251
455376, UNIT_TREATED, P, ?, 37253
455377, UNIT_TREATED, P, ?, 37254
455443, LBS_PRD_USED, .0139, .0139, 37255
455443, AMT_PRD_USED, 8, .1984, 37255
455654, LBS_PRD_USED, .0035, .0035, 37256
455654, AMT_PRD_USED, 40, .0502, 37256
455655, LBS_PRD_USED, .0025, .0025, 37257
455655, AMT_PRD_USED, 25, .04, 37257
455656, LBS_PRD_USED, .0026, .0026, 37258
455656, AMT_PRD_USED, 40, .0399, 37258
455819, AMT_PRD_USED, 64, 1.5868, 37262
455819, LBS_PRD_USED, .1108, .1108, 37262
455857, LBS_PRD_USED, .0069, .0069, 37263
455857, AMT_PRD_USED, 4, .0992, 37263
456321, LBS_PRD_USED, .026, .026, 37267
456321, AMT_PRD_USED, 15, .3719, 37267
457410, LBS_PRD_USED, .0139, .0139, 37276
457410, AMT_PRD_USED, 8, .1984, 37276
456551, LBS_PRD_USED, .0554, .0554, 37269
456551, AMT_PRD_USED, 32, .7934, 37269
457231, LBS_PRD_USED, .0277, .0277, 37275
457231, AMT_PRD_USED, 16, .3967, 37275
144117, LBS_PRD_USED, .0013, .0013, 8529
144117, AMT_PRD_USED, 16, .018, 8529
144118, LBS_PRD_USED, .0387, .0387, 8530
144118, AMT_PRD_USED, 5, .0042, 8530
308321, ACRE_TREATED, .28, 2.28, 22777
457814, LBS_PRD_USED, 2.9656, 2.9656, 37277
457814, AMT_PRD_USED, 47.5, .3039, 37277
457882, LBS_PRD_USED, .0277, .0277, 37278
457882, AMT_PRD_USED, 14, .3967, 37278
458602, LBS_PRD_USED, .2687, .2687, 37289
458602, AMT_PRD_USED, 64, 3.848, 37289
109430, ACRE_PLANTED, 105, 107, 6515
109431, ACRE_PLANTED, 105, 107, 6516
109432, ACRE_PLANTED, 105, 107, 6517
109433, ACRE_PLANTED, 105, 107, 6518
109434, ACRE_PLANTED, 105, 107, 6519
909003, LBS_PRD_USED, .0188, .0188, 56219
909003, AMT_PRD_USED, 24, .2661, 56219
909569, LBS_PRD_USED, .0033, .0033, 56249
909569, AMT_PRD_USED, 9, .0445, 56249
169343, LBS_PRD_USED, 26.3852, 26.3852, 10430
169343, AMT_PRD_USED, 450, 2.704, 10430
169932, ACRE_PLANTED, 91, 102.4, 10435
169933, ACRE_PLANTED, 91, 99.53, 10436
173169, ACRE_PLANTED, 9.7, 11.65, 10439
173285, ACRE_PLANTED, 50, 56, 10440
174196, LBS_PRD_USED, .125, .125, 10442
174196, AMT_PRD_USED, 375, 2, 10442
174920, ACRE_PLANTED, 9.7, 12.48, 10443
175009, ACRE_PLANTED, 14.5, 14.6, 10444
175030, ACRE_PLANTED, 9.7, 17.63, 10445
177562, ACRE_PLANTED, 9.7, 14.4, 10459
177880, ACRE_PLANTED, 50, 56, 10460
1086380, SITE_CODE, 015025, -1, 65107
1086381, SITE_CODE, 015025, -1, 65108
1086382, SITE_CODE, 015025, -1, 65109
459383, ACRE_PLANTED, 13, 13.22, 37294
459384, ACRE_PLANTED, 13, 13.22, 37295
459385, ACRE_PLANTED, 18, 18.95, 37296
459386, ACRE_PLANTED, 18, 18.95, 37297
459387, ACRE_PLANTED, 18, 18.95, 37298
464875, LBS_PRD_USED, .5971, .5971, 37341
464875, AMT_PRD_USED, 1.05, .0656, 37341
465080, ACRE_PLANTED, 200, 204, 37342
465459, LBS_PRD_USED, 8.4241, 8.4241, 37346
465459, AMT_PRD_USED, 2.29, .8334, 37346
579178, LBS_PRD_USED, .1934, .1934, 39960
579178, AMT_PRD_USED, 30, 2.9124, 39960
930555, LBS_PRD_USED, .0277, .0277, 57014
930555, AMT_PRD_USED, 14, .3967, 57014
930824, LBS_PRD_USED, .0277, .0277, 57019
930824, AMT_PRD_USED, 14, .3967, 57019
931280, LBS_PRD_USED, 195.9245, 195.9245, 57022
931280, AMT_PRD_USED, 280.6, 15.7749, 57022
931290, LBS_PRD_USED, 251.9029, 251.9029, 57023
931290, AMT_PRD_USED, 360, 20.282, 57023
931308, LBS_PRD_USED, 5.9359, 5.9359, 57024
931308, AMT_PRD_USED, 352, 82.6043, 57024
747333, LBS_PRD_USED, 1.0364, 1.0364, 48457
747333, AMT_PRD_USED, .23, .1025, 48457
747355, ACRE_TREATED, .02, .21, 48465
747356, ACRE_TREATED, .02, .17, 48466
747357, ACRE_TREATED, .02, .23, 48467
747358, ACRE_TREATED, .02, .21, 48468
747359, ACRE_TREATED, .02, .23, 48469
324233, ACRE_PLANTED, 30, 100.43, 23227
324234, ACRE_PLANTED, 30, 100.43, 23228
324235, ACRE_PLANTED, 30, 100.43, 23229
324236, ACRE_PLANTED, 30, 100.43, 23230
737820, LBS_PRD_USED, 28.9508, 28.9508, 48342
737820, AMT_PRD_USED, 10.48, 2.8643, 48342
737844, LBS_PRD_USED, 13.059, 13.059, 48343
737844, AMT_PRD_USED, 4.72, 1.292, 48343
737853, LBS_PRD_USED, 17.9647, 17.9647, 48344
737853, AMT_PRD_USED, 6.5, 1.7773, 48344
4366526, LBS_PRD_USED, 184.575, 184.575, 327694
4366526, AMT_PRD_USED, 17250, 184.575, 327694
4366528, LBS_PRD_USED, 168.7125, 168.7125, 327695
4366528, AMT_PRD_USED, 1875, 18.9286, 327695
4366541, LBS_PRD_USED, 2.7343, 2.7343, 327696
4366541, AMT_PRD_USED, 12.5, 2.7343, 327696
4366543, LBS_PRD_USED, 66.7159, 66.7159, 327697
4366543, AMT_PRD_USED, 66795, 66.7159, 327697
4366557, LBS_PRD_USED, 27.6345, 27.6345, 327698
4366557, AMT_PRD_USED, 515840, 419.6828, 327698
4366565, LBS_PRD_USED, 3.2273, 3.2273, 327699
4366565, AMT_PRD_USED, 415, 41.3193, 327699
487570, LBS_PRD_USED, 1.3819, 1.3819, 37749
